femaleVariant,maleVariant,stringId,female_vo_path,male_vo_path,quest_path
Falls Sie es wollen…,,1735061089758378,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Sag] Also, was machst du heutzutage?",,1735142209504692,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Trinken] Ich dachte, du hättest dich mit Saul versöhnt ...",,1735142588439618,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
V sitzt auf dem Bett. Panam könnte V. gegenübersitzen (wie in Lizzie's Braindances: DollHouse Mod),,1735146101955345,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Nach einer Weile ohne etwas zu sagen...,,1735146120956956,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam setzt sich neben V auf das Bett. (Wie in der Lizzie's Braindances: DollHouse-Mod),,1735146139634145,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Während Panam ihren letzten Satz sagt, beugt sie sich vor und lehnt sich auf das Bett (wie in Lizzies Braindances: DollHouse-Mod). ",,1735146177514793,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam legt sich neben ihn ... (Wie in der Lizzie's Braindances: DollHouse-Mod),,1735146190854713,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Panam ist beleidigt, sie setzt sich schnell zu ihrem ersten Satz!",,1735146208634254,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Wütend geht Panam, während sie ihren letzten Satz sagt!",,1735146218671463,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
ENDE DER QUEST,,1735146262371852,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Die Kleidung verschwindet, während Panam ihren letzten Satz sagt",,1735148577111890,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Im letzten Satz von V sind sie nackt,,1735148591380400,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Explizite Aktivitäten] Ooh, OK.",,1735148603319961,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
Später... liegen sie immer noch nackt auf dem Bett.,,1735148655590069,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam geht,,1735148670146144,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
V erscheint wieder vor dem geschlossenen Konpeki,,1735148683898389,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Wurde die Reservierung unter dem Namen Aguilar Nubiola vorgenommen, erhält V eine Nachricht von einem Fremden. Es ist Aguilar! (Aber natürlich unmöglich zu beantworten…)",,1735149083786826,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Am Ende werde ich denken, dass Ihre Neigung, meine Identität zu stehlen, eine Form der Bewunderung für mich ist ... Es wird mir eine große Freude sein, Ihnen bei meinem nächsten Besuch in NC zuzuhören, wie Sie mich anflehen. Aber es ist auch sicher, dass auf jeden Tag die Nacht folgt, sie wird dich nicht retten.",,1735149096392131,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
Wenig später hat V eine Idee und kontaktiert Panam:,,1735472601463996,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Getränk] Panam...,,1735566026604495,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Wie auch immer, gestern haben wir einen Typen in den Badlands erwischt und bei ihm einen Pass für eine Nacht in einer Suite im Konpeki Plaza gefunden. Du hast mir von Konpeki erzählt ...",,1735567342585502,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam und V gehen in einer Boutique im Stadtzentrum einkaufen.,,1735567787641759,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam betritt die Umkleidekabine und kommt mit einem anderen Outfit wieder heraus.,,1735576178488210,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Panam und V werden das Outfit auswählen lassen, wenn sie in Konpeki ankommen.",,1735583834222710,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Liegt der Laden neben der Bar, gehen sie gemeinsam zum Laden. (Panam folgt V dicht.) Ansonsten können sie sich im Laden treffen",,1735583990247748,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam und V betreten die Konpeki Plaza Suite,,1735584121915575,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Aguilars Fußabdruck aktivieren],,1735756411635207,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Aguilars Fußabdruck deaktivieren],,1735756509206727,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Eine Nachricht an Panam senden],,1735769077098714,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Sagen Sie] Achten Sie nicht auf Saul. Es wird auf ihn übergehen.,,1735769360126834,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Sprichwort] Vielleicht hat Saul Recht ...,,1735769421066106,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Sag] Übertreibe auch nicht,,1735826347203087,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Sagen Sie] Kann ich etwas tun, um Ihnen zu helfen?",,1735826373383827,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Sag] Lass uns über unseren Plan für Konpeki reden ...,,1735827222153488,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Sag] Also, bist du bereit dafür?",,1735831536035375,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam und V verlassen den Laden in der Innenstadt.,,1735832194237069,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Wenn es möglich ist, im Hotel anzukommen und auf das Zimmer zu gehen. (Wie bei der Suche nach dem Raubüberfall am Konpeki Plaza, wo wir Jackie in den Raum folgen. Ist es möglich, Jackie durch Panam zu ersetzen? Ist diese Art von Modifikation möglich?) .... Ansonsten beginnt es direkt im Raum.",,1735832600444044,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Beginn der Quest,,1735854459066934,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Sag] Panam…,,1735854611598502,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Sprichwort] Ich habe jemandem vertraut und er hat mich gefickt.,,1735854718843424,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Sag] Ich kann nichts für die Zukunft vorhersagen.,,1735855065255565,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Sprichwort] Ich werde in ein paar Monaten tot sein, oder?",,1735855145057790,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Sag] Ich möchte in Erinnerung bleiben ...,,1735855287877249,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Leg dich hin] Komm her.,,1735856480847855,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Sag] Ziemlich oft, ja.",,1735857543721684,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Touch] Nein, überhaupt nicht.",,1735857606826433,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Aufstehen] Schon?!,,1735858958994359,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Steh auf] Über letzte Nacht…,,1735859033963587,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam ist fast wieder angezogen.,,1735859520752215,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Berühren] Hallo,,1735860454689494,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
