femaleVariant,maleVariant,stringId,female_vo_path,male_vo_path,quest_path
장식은 내가 할 몫인데... 마땅한 옷도 없어!,,1735061024059582,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
그건 문제가 되지 않습니다. 당신이 콘페키를 관리했으니 옷은 제가 관리하겠습니다. 센터에서 만나서 쇼핑 좀 할게요!,,1735061039903586,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"아직은 위험해, 알아볼 수도 있어! 그리고 젠장, 우리는 여기서 아라사카에 대해 이야기하고 있습니다!",,1735061055747094,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"저기, 시내에 있는 술집에 만나서 얘기하자, 알았지?",,1735061077597131,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
원하는 경우…,,1735061089758378,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
[말] 그럼 요즘 뭐하세요?,,1735142209504692,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[마시며] 사울과 화해한 줄 알았는데…,,1735142588439618,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
V는 침대에 앉았다. Panam은 V 맞은편에 앉을 수 있습니다. (Lizzie의 Braindances: DollHouse 모드와 유사),,1735146101955345,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
잠시 후 아무 말도 없이...,,1735146120956956,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam이 V 옆 침대에 앉으러 옵니다. (Lizzie's Braindances: DollHouse 모드에서와 같이),,1735146139634145,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
마지막 문장을 말하면서 Panam은 몸을 굽혀 침대에 기댄다(Lizzie의 Braindances: DollHouse 모드에서처럼). ,,1735146177514793,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam은 그 옆에 누워 있습니다… (Lizzie's Braindances: DollHouse 모드에서와 같이),,1735146190854713,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam은 기분이 상해서 재빨리 첫 문장을 읽습니다!,,1735146208634254,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
분노한 파남은 마지막 말을 남기고 떠난다!,,1735146218671463,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
퀘스트 종료,,1735146262371852,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
파남이 마지막 문장을 말하는 동안 옷은 사라진다,,1735148577111890,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
V 마지막 문장에서 알몸이네,,1735148591380400,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[노골적인 활동] 아, 그렇군요.",,1735148603319961,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
나중에... 그들은 여전히 ​​침대 위에 알몸으로 누워있습니다.,,1735148655590069,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
파남 잎,,1735148670146144,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
닫힌 콘페키 앞에 다시 나타난 뷔,,1735148683898389,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"아길라르 누비올라라는 이름으로 예약이 이루어진 경우, 뷔는 낯선 사람으로부터 메시지를 받는다. 아길라르입니다! (물론 대답은 불가능하지만…)",,1735149083786826,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
내 신분을 훔치려는 당신의 성향이 나를 향한 일종의 아첨이라고 생각하게 될 것입니다. 다음 NC 방문에서 당신이 간청하는 말을 들으면 큰 기쁨을 얻을 것입니다. 그러나 밤이 매일 뒤따른다는 것 또한 확실합니다. 그것이 당신을 구원하지는 못할 것입니다.,,1735149096392131,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
잠시 후 V는 아이디어를 얻었고 Panam에게 연락했습니다.,,1735472601463996,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[마신다] 파남...,,1735566026604495,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"어쨌든, 어제 우리는 Badlands에서 한 남자를 붙잡았고 그에게서 Konpeki Plaza의 스위트룸에서 하룻밤을 보낼 수 있는 패스를 찾았습니다. 콘페키에 대해 말씀해주셨는데…",,1735567342585502,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
파남과 뷔는 도심 속 부티크에서 쇼핑을 떠난다.,,1735567787641759,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
파남은 피팅룸에 들어가 다른 옷을 입고 나온다.,,1735576178488210,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
파남과 뷔는 콘페키에 도착하면 의상을 선택하게 됩니다.,,1735583834222710,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
가게가 바 옆에 있으면 함께 가게까지 걸어갑니다. (파남은 뷔를 바짝 따라다닌다.) 아니면 매장에서 만나도 된다.,,1735583990247748,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
파남과 뷔가 콘페키 플라자 스위트룸에 입장합니다.,,1735584121915575,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[아길라르의 발자국 활성화],,1735756411635207,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[아길라르의 발자국 비활성화],,1735756509206727,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[파남에게 메시지 보내기],,1735769077098714,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[말씀] 사울에게 관심을 기울이지 마십시오. 그것은 그에게 전달될 것입니다.,,1735769360126834,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[대답] 어쩌면 사울 말이 맞을 수도 있어요...,,1735769421066106,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[말] 과장하지도 마세요,,1735826347203087,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[말] 제가 도와드릴 일이 있나요?,,1735826373383827,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[말] 곤페키 계획에 대해 이야기해보자...,,1735827222153488,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[말] 그래서, 당신은 그것을 할 준비가 되셨나요?",,1735831536035375,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
파남과 뷔는 시내 매장을 떠난다.,,1735832194237069,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
호텔 도착 및 객실 이동이 가능한 경우. (Jackie를 따라 방으로 가는 Konpeki Plaza의 습격 퀘스트처럼. Jackie를 Panam으로 교체하는 것이 가능합니까? 이런 종류의 수정이 가능합니까?) .... 그렇지 않으면 방에서 직접 시작됩니다.,,1735832600444044,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
퀘스트 시작,,1735854459066934,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[말] 파남…,,1735854611598502,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[말] 나는 누군가를 믿었고 그 사람이 나를 엿먹였습니다.,,1735854718843424,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[말] 나는 미래에 대해 아무것도 예측할 수 없습니다.,,1735855065255565,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[말] 나 몇 달 후면 죽는 거 맞죠?,,1735855145057790,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[말] 기억되고 싶은데…,,1735855287877249,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[누워서] 이리 오세요.,,1735856480847855,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[대본] 꽤 자주 그렇죠.,,1735857543721684,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[터치] 아니요, 전혀 그렇지 않습니다.",,1735857606826433,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[일어서다] 벌써?!,,1735858958994359,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[일어나다] 어젯밤쯤…,,1735859033963587,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam은 거의 다시 옷을 입었습니다.,,1735859520752215,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[터치] 안녕하세요,,1735860454689494,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
