femaleVariant,maleVariant,stringId,female_vo_path,male_vo_path,quest_path
Ok... forse ho un'idea! Vorresti approfittarne?,,1735056425988329,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Come mai?,,1735056446949704,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Andremo entrambi! Trascorriamo una serata di classe al Konpeki. Potrebbe essere carino, cosa ne pensi?",,1735056484397280,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Sei pazzo! Data la tua storia, devi essere brindisi lì!",,1735056494932607,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Sì, certo, è un problema… Fammi pensare!",,1735056506194362,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"L’abbonamento ha una validità di 48 ore… Dimmelo subito, perché dopo è morto.",,1735056519235413,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam Potrei avere una soluzione per il piano Konpeki. Potresti provare a registrare un nome?,,1735058535475344,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Se vuoi... Che nome dovrei usare?,,1735058563071521,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
Prova con Aguilar Nubiola,,1735058593043166,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Provatelo con Anders Hellman,,1735058645656583,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Intelligente! Ci sto provando, aspetta...",,1735060913044546,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
È stato approvato per la registrazione. Dovrebbe essere buono!,,1735060935091683,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
Allora cosa ne dici? Lo faremo stasera a Konpeki?,,1735060982596671,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Non lo so davvero... Konpeki non è il mio stile!,,1735061008088637,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Farò la mia parte nell'arredamento... non ho nemmeno un vestito adatto, cazzo!",,1735061024059582,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Non è un problema. Hai gestito il Konpeki, quindi lascia che mi occupi io dei nostri vestiti. Ci vediamo in centro, facciamo un po' di shopping!",,1735061039903586,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"E' comunque pericoloso, potresti essere riconosciuto! E cavolo, qui stiamo parlando di Arasaka!",,1735061055747094,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Senti, incontriamoci in questo bar in centro e ne parliamo, ok?",,1735061077597131,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Se vuoi…,,1735061089758378,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Dì] Allora, cosa fai in questi giorni?",,1735142209504692,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Bere] Pensavo che ti fossi riconciliato con Saul...,,1735142588439618,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
V si siede sul letto. Panam potrebbe sedersi di fronte a V. (Come in Lizzie's Braindances: DollHouse mod),,1735146101955345,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Dopo un po' senza dire nulla...,,1735146120956956,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Panam viene a sedersi sul letto, accanto a V. (Come nel mod Lizzie's Braindances: DollHouse)",,1735146139634145,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Dicendo la sua ultima frase, Panam si china e si appoggia al letto (come in Lizzie's Braindances: DollHouse mod) ",,1735146177514793,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam si sdraia accanto a lui... (Come nel mod Lizzie's Braindances: DollHouse),,1735146190854713,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Panam si offende, si siede subito sulla prima frase!",,1735146208634254,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Furiosa, Panam se ne va dicendo la sua ultima frase!",,1735146218671463,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
FINE DELLA MISSIONE,,1735146262371852,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
I vestiti scompaiono mentre si sente Panam pronunciare la sua ultima frase,,1735148577111890,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Sono nudi sull'ultima frase di V,,1735148591380400,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Attività esplicite] Ooh, OK.",,1735148603319961,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Più tardi... sono ancora sul letto, distesi nudi.",,1735148655590069,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam se ne va,,1735148670146144,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
V riappare davanti al Konpeki chiuso,,1735148683898389,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Se la prenotazione è stata effettuata a nome Aguilar Nubiola, V riceve un messaggio da uno sconosciuto. È Aguilar! (Ma impossibile rispondere, ovviamente…)",,1735149083786826,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Finirò per pensare che la tua propensione a rubarmi l'identità sia una forma di adulazione nei miei confronti... Proverò un grande piacere nell'ascoltarti implorarmi durante la mia prossima visita in Carolina del Nord. Ma è anche certo che la notte segue ogni giorno e non ti salverà.,,1735149096392131,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Poco dopo, V ha un'idea e contatta Panam:",,1735472601463996,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Bere] Panam...,,1735566026604495,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Comunque, ieri abbiamo catturato un ragazzo nelle Badlands e gli abbiamo trovato un pass per una notte in una suite al Konpeki Plaza. Mi hai parlato di Konpeki...",,1735567342585502,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam e V vanno a fare shopping in una boutique del centro città.,,1735567787641759,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam entra nel camerino ed esce con un vestito diverso.,,1735576178488210,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam e V avranno l'abito selezionato quando arriveranno a Konpeki.,,1735583834222710,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Se il negozio è vicino al bar, si recano insieme al negozio. (Panam segue da vicino V.) Altrimenti possono incontrarsi al negozio",,1735583990247748,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam e V entrano nella suite Konpeki Plaza,,1735584121915575,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Attiva l'impronta di Aguilar],,1735756411635207,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Disabilita l'impronta di Aguilar],,1735756509206727,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Invia un messaggio a Panam],,1735769077098714,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Dì] Non prestare attenzione a Saulo. Gli passerà.,,1735769360126834,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Dicendo] Forse Saul ha ragione...,,1735769421066106,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Dì] Non esagerare neanche tu,,1735826347203087,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Dì] Posso fare qualcosa per aiutarti?,,1735826373383827,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Dì] Parliamo del nostro piano per Konpeki...,,1735827222153488,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Dillo] Allora, sei pronto?",,1735831536035375,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam e V lasciano il negozio del centro.,,1735832194237069,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Se è possibile organizzare l'arrivo in hotel e l'accesso alla camera. (Come nella ricerca della rapina a Konpeki Plaza dove seguiamo Jackie nella stanza. È possibile sostituire Jackie con Panam? È possibile questo tipo di modifica?) .... Altrimenti inizia direttamente nella stanza.,,1735832600444044,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
INIZIO DELLA MISSIONE,,1735854459066934,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Dì] Panam...,,1735854611598502,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Dicendo] Mi sono fidato di qualcuno e lui mi ha fregato.,,1735854718843424,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Say] Non posso prevedere nulla per il futuro.,,1735855065255565,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Dicendo] Sarò morto tra pochi mesi, giusto?",,1735855145057790,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Dì] Vorrei essere ricordato...,,1735855287877249,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Sdraiati] Vieni qui.,,1735856480847855,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Say] Abbastanza spesso, sì.",,1735857543721684,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Tocco] No, per niente.",,1735857606826433,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Alzarsi] Già?!,,1735858958994359,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Alzati] A proposito di ieri sera...,,1735859033963587,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam è quasi vestito di nuovo.,,1735859520752215,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Tocca] Ciao,,1735860454689494,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
