femaleVariant,maleVariant,stringId,female_vo_path,male_vo_path,quest_path
Panam deita-se ao lado dele… (Como no mod Lizzie's Braindances: DollHouse),,1735146190854713,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Panam fica ofendida, ela se senta rapidamente na primeira frase!",,1735146208634254,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Furiosa, Panam sai enquanto diz sua última frase!",,1735146218671463,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
FIM DA MISSÃO,,1735146262371852,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
As roupas desaparecem quando ouvimos Panam dizer sua última frase,,"1,73515E+15",COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Eles estão nus na última frase do V,,"1,73515E+15",COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Atividades explícitas] Ah, ok.",,1735148603319961,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Mais tarde... eles ainda estão na cama, nus.",,1735148655590069,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Folhas de panamá,,1735148670146144,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
V reaparece na frente do Konpeki fechado,,1735148683898389,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Se a reserva foi feita com o nome de Aguilar Nubiola, V recebe uma mensagem de um estranho. É o Aguilar! (Mas impossível de responder, claro…)",,1735149083786826,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Vou acabar pensando que sua propensão em roubar minha identidade é uma forma de adulação para comigo... Terei muito prazer em ouvir você me implorar durante minha próxima visita à Carolina do Norte. Mas também é certo que a noite segue cada dia, ela não te salvará.",,1735149096392131,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Um pouco mais tarde, V tem uma ideia e entra em contato com a Panam:",,1735472601463996,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Bebida] Panam...,,1735566026604495,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"De qualquer forma, ontem pegamos um cara em Badlands e encontramos com ele um passe para uma noite em uma suíte no Konpeki Plaza. Você me contou sobre Konpeki…",,1735567342585502,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam e V vão às compras em uma boutique no centro da cidade.,,1735567787641759,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam entra no provador e sai com uma roupa diferente.,,"1,73558E+15",COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam e V terão o traje selecionado quando chegarem ao Konpeki.,,"1,73558E+15",COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Se a loja for ao lado do bar, eles caminham juntos até a loja. (Panam segue V de perto.) Caso contrário, eles podem se encontrar na loja",,1735583990247748,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam e V entram na suíte Konpeki Plaza,,1735584121915575,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Ative a pegada de Aguilar],,1735756411635207,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Desativar pegada de Aguilar],,1735756509206727,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Envie uma mensagem para o Panamá],,1735769077098714,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Diga] Não preste atenção em Saulo. Isso vai passar para ele.,,1735769360126834,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Dizendo] Talvez Saulo esteja certo...,,1735769421066106,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Diga] Não exagere também,,1735826347203087,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Diga] Posso fazer algo para ajudá-lo?,,1735826373383827,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Diga] Vamos falar sobre nosso plano para Konpeki...,,1735827222153488,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Diga] Então, você está pronto para isso?",,1735831536035375,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam e V saem da loja do centro.,,1735832194237069,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
"Se for possível conseguir chegar ao hotel e ir para o quarto. (Como na busca pelo assalto no Konpeki Plaza onde seguimos Jackie até a sala. É possível substituir Jackie por Panam? Esse tipo de modificação é possível?) .... Caso contrário, começa diretamente na sala.",,1735832600444044,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
INÍCIO DA MISSÃO,,1735854459066934,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Diga] Panamá…,,1735854611598502,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Dizendo] Eu confiei em alguém e ele me fodeu.,,1735854718843424,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Diga] Não posso prever nada para o futuro.,,1735855065255565,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Dizendo] Estarei morto em alguns meses, certo?",,"1,73586E+15",ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Diga] Eu gostaria de ser lembrado...,,1735855287877249,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Deite-se] Venha aqui.,,1735856480847855,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Diga] Muitas vezes, sim.",,1735857543721684,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
"[Toque] Não, de jeito nenhum.",,1735857606826433,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Levante-se] Já?!,,1735858958994359,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Levante-se] Sobre ontem à noite…,,1735859033963587,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam está quase vestido novamente.,,1735859520752215,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[Toque] Olá,,1735860454689494,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
